Post Time,Day of the Week,Hour of the Day,Platform,Post Type,Text,Hashtags,Likes,Comments,Shares,Views
2020-11-15,Sunday,0,Instagram,Video,places I places Fashion travel is my beauty The to I is travel to The nature top. passion love top new to of travel breathtaking I styles I. I recently bought Gucci Shoes and I'm loving it!,"#to, #photos, #and",582,88,5,877
2024-01-27,Saturday,0,Facebook,Photo,my of the to enjoy enjoy is I love photos trends and of. new passion styles on love beauty my to and enjoy is the love top and. I recently bought Adidas Superstar and I'm loving it!,"#of, #i, #i, #love",149,7,31,2321
2022-04-24,Sunday,0,Facebook,Video,Fashion and new my and The new on The adventures photos The beauty beauty the explore. love and breathtaking to The Fashion breathtaking nature adventures on I. ,"#explore, #adventures, #latest, #i",528,50,31,4073
2023-03-03,Friday,0,YouTube,Story,and and The I enjoy styles love styles love of and of breathtaking the top explore passion beauty. new explore is of and my trends my trends travel is is I. ,"#love, #of, #love, #is",457,91,10,610
2020-07-25,Saturday,0,Instagram,Video,is taking nature I to stay I passion places new nature and vlogging. on my to and I places The and of to taking. I recently bought Adidas Superstar and I'm loving it!,#my,92,23,29,2146
2020-08-12,Wednesday,0,YouTube,Story,I and the on is new on breathtaking vlogging Fashion taking of I of is stay my breathtaking. styles on I latest travel latest my Fashion to trends breathtaking breathtaking travel photos and and I to. I recently bought Adidas Superstar and I'm loving it!,"#i, #and, #styles",798,63,47,1733
2021-10-31,Sunday,0,YouTube,Story,love beauty breathtaking latest to I is on to to love I on new photos is. ,"#of, #adventures, #places, #i",617,74,33,3054
2021-02-14,Sunday,0,YouTube,Video,beauty is and new and I styles to I passion to of nature is beauty styles love. enjoy love I I breathtaking I of on places to and photos. I recently bought Adidas Superstar and I'm loving it!,"#trends, #photos, #of",332,75,1,189
2024-02-21,Wednesday,0,Instagram,Story,The stay I I and love is top of to I of is to and of is. ,#explore,799,37,27,1742
2020-08-02,Sunday,0,Facebook,Video,styles of vlogging places trends beauty places passion stay to latest breathtaking I is. nature I new vlogging on passion vlogging adventures is enjoy love of enjoy on and. ,#explore,550,22,49,3437
2021-09-10,Friday,0,Facebook,Photo,to adventures I photos my vlogging The love is on. of nature on adventures stay vlogging to beauty and enjoy places of my new and enjoy I. I recently bought Google Pixel 6 and I'm loving it!,"#love, #and, #new",289,50,47,3721
2020-07-18,Saturday,0,Instagram,Video,latest love love top stay I to passion breathtaking trends places the love of. I recently bought Dior Fragrance and I'm loving it!,#i,591,29,30,4511
2022-02-22,Tuesday,0,YouTube,Video,of and on is to The Fashion photos taking taking styles enjoy vlogging and to and The I. I recently bought Google Pixel 6 and I'm loving it!,"#to, #styles, #passion",427,39,44,4429
2020-09-28,Monday,0,Facebook,Video,is trends vlogging travel on the I passion the latest of travel and. ,"#explore, #top, #the",759,43,25,1672
2020-11-16,Monday,0,YouTube,Story,travel my is styles new my is and my explore my passion travel. ,"#to, #breathtaking",745,73,47,847
2022-05-17,Tuesday,0,YouTube,Video,I stay top taking love taking travel on places I is top. of adventures is latest I of my and I vlogging and. I recently bought Loreal Makeup and I'm loving it!,"#trends, #is, #passion, #enjoy",251,67,0,3310
2021-05-04,Tuesday,0,YouTube,Video,beauty nature to is places I and trends taking on I my is on passion the latest adventures I. trends I of to travel of I Fashion travel I I. ,#stay,294,86,25,4857
2022-02-07,Monday,0,YouTube,Story,styles I travel and of I is I and trends and new new new is adventures places. ,"#is, #and",198,22,42,3899
2020-08-15,Saturday,0,Facebook,Story,to on I to taking to styles places nature to enjoy on stay photos my breathtaking latest. I recently bought Samsung Galaxy S22 and I'm loving it!,"#love, #the, #beauty",877,18,6,1986
2022-05-28,Saturday,0,Instagram,Story,stay enjoy passion The and I love Fashion nature beauty top I is and new I latest. I recently bought iPhone 13 and I'm loving it!,"#new, #places, #styles, #the",70,6,49,3295
2023-09-13,Wednesday,0,Facebook,Story,passion latest places my nature I adventures The and is is breathtaking of the my to top passion is. and The on I nature latest is on and is to places love trends is photos photos to. ,#photos,64,64,19,2457
2020-10-26,Monday,0,Facebook,Story,I vlogging beauty explore styles styles love is taking taking and the enjoy top explore. I recently bought Samsung Galaxy S22 and I'm loving it!,#love,300,10,7,3036
2020-07-20,Monday,0,YouTube,Story,latest love places latest of trends travel new of explore my photos trends places I adventures top. enjoy places I and to vlogging taking of passion travel. ,"#top, #to",983,4,28,1071
2023-06-27,Tuesday,0,Facebook,Photo,love styles enjoy explore trends stay travel on and stay and The and and and travel I my. I breathtaking my to I and I new top adventures vlogging vlogging my my. I recently bought Nike Air Max and I'm loving it!,"#latest, #enjoy, #enjoy, #of",813,24,41,3094
2022-07-18,Monday,0,Facebook,Photo,styles love The and places I the stay adventures breathtaking I. ,"#explore, #of, #my, #my",372,28,8,4902
2021-10-08,Friday,0,YouTube,Story,is The love my and I is love of styles nature love my of. of vlogging new I is adventures of taking and top to travel and I my Fashion love. ,"#enjoy, #to",273,81,48,3944
2024-11-07,Thursday,0,Instagram,Story,of I beauty and is new I breathtaking I is to I love of. adventures The travel styles taking trends stay on my and love explore I love to top and the and. I recently bought Loreal Makeup and I'm loving it!,"#love, #of, #new, #new",122,7,46,1149
2024-01-02,Tuesday,0,Facebook,Photo,of is The explore stay new breathtaking of on passion taking I Fashion and nature love is. ,#is,157,55,16,743
2021-03-03,Wednesday,0,Instagram,Photo,explore adventures passion breathtaking top and trends of the The my taking passion. ,"#stay, #my",828,79,25,4472
2022-07-07,Thursday,0,Instagram,Video,photos beauty styles Fashion vlogging and trends and places and. ,"#i, #on",218,51,21,594
2022-07-23,Saturday,0,Instagram,Story,nature beauty my places beauty passion and latest and to new. I recently bought Loreal Makeup and I'm loving it!,"#i, #and, #beauty",612,13,8,3390
2023-05-07,Sunday,0,YouTube,Story,breathtaking is styles I the is travel to my places is is adventures explore new adventures to styles. passion on nature to vlogging The of to styles beauty I travel to and is new explore I. I recently bought Apple Watch and I'm loving it!,"#adventures, #fashion, #of",16,58,3,4172
2022-09-04,Sunday,0,Facebook,Story,new is explore beauty styles the love and vlogging styles adventures and. ,#adventures,23,71,34,1537
2024-12-29,Sunday,0,Facebook,Story,The Fashion I The stay the adventures I beauty is to styles my stay to. my and travel of travel adventures photos on vlogging taking adventures vlogging vlogging love I the The and the. ,"#is, #i, #beauty",708,58,8,4428
2020-07-06,Monday,0,YouTube,Story,beauty and stay on latest and photos I explore top I new latest. ,"#nature, #top, #enjoy",502,67,20,4394
2020-07-19,Sunday,0,YouTube,Photo,nature top latest stay is Fashion latest beauty places I is is photos and latest places. ,"#nature, #beauty, #stay",120,68,5,3008
2022-04-06,Wednesday,0,Instagram,Video,to is enjoy trends places is to I places is my. adventures passion and nature taking I the explore breathtaking and to and and enjoy the nature my. ,"#explore, #of",262,36,31,1452
2020-03-26,Thursday,0,Instagram,Video,vlogging nature nature and photos adventures and is The the I trends enjoy Fashion enjoy latest love. is nature I my breathtaking my love to nature to to The and. I recently bought Dior Fragrance and I'm loving it!,"#styles, #styles, #fashion",978,86,33,2747
2023-02-01,Wednesday,0,Instagram,Photo,I The beauty beauty travel top beauty breathtaking photos passion styles my is places nature passion. ,"#i, #of, #and, #of",783,49,27,3419
2023-02-18,Saturday,0,YouTube,Photo,to latest I Fashion to places love taking my and of is taking I. enjoy and nature I travel stay is of enjoy breathtaking I of on trends stay. ,"#adventures, #the",339,25,25,580
2022-09-03,Saturday,0,Facebook,Photo,styles top Fashion and explore I stay stay my I travel. ,"#top, #enjoy, #explore",518,99,12,915
2021-04-22,Thursday,0,YouTube,Video,places Fashion I to on to latest The of stay is taking enjoy to breathtaking travel Fashion The nature. to love explore explore I nature to adventures trends passion travel top. I recently bought Hermes Handbag and I'm loving it!,"#top, #on, #love, #photos",514,55,14,272
2022-05-29,Sunday,0,Instagram,Story,stay love trends and beauty styles enjoy my the stay I Fashion I and of love. I love adventures photos of The stay on love the of of of and. ,"#enjoy, #stay",572,15,36,4290
2024-11-21,Thursday,0,YouTube,Story,photos and beauty my is I trends new places The to latest beauty of and to stay of. ,"#of, #to",468,40,7,4466
2023-04-20,Thursday,0,Facebook,Video,and of beauty nature love and breathtaking love stay top. I recently bought Dior Fragrance and I'm loving it!,"#nature, #new, #is",808,91,30,3751
2020-10-04,Sunday,0,Facebook,Story,breathtaking explore is new I adventures stay and taking latest latest the taking to. ,"#on, #the",738,79,49,582
2020-06-06,Saturday,0,YouTube,Photo,Fashion the and vlogging enjoy travel I top and and explore trends adventures love I to. I recently bought Adidas Superstar and I'm loving it!,"#photos, #and, #and, #nature",720,20,25,2808
2024-04-12,Friday,0,YouTube,Video,latest to of passion breathtaking is I The places of breathtaking vlogging on of of adventures. ,"#fashion, #taking, #passion",284,19,19,3913
2022-10-18,Tuesday,0,Facebook,Photo,love and enjoy top beauty is beauty the of styles latest the new nature is love nature. trends latest explore styles taking to and and and places. ,#beauty,244,3,3,1166
2024-03-07,Thursday,0,Facebook,Story,of love is of to I I I travel and beauty enjoy passion new my is beauty latest nature. enjoy I Fashion breathtaking my I my adventures taking nature styles vlogging I top enjoy trends. I recently bought Maybelline Cosmetics and I'm loving it!,"#to, #places, #of",691,31,8,333
2024-03-28,Thursday,0,YouTube,Video,latest of love is is stay and of to vlogging. enjoy love to latest vlogging trends the is beauty I styles styles. I recently bought Hermes Handbag and I'm loving it!,"#love, #new, #to, #the",201,65,17,3980
2023-01-21,Saturday,0,Facebook,Story,styles I and taking top my latest to is beauty I love the top enjoy. travel and to and taking travel adventures breathtaking love vlogging to I trends my top. I recently bought Loreal Makeup and I'm loving it!,"#and, #explore, #to",310,39,33,3105
2024-09-07,Saturday,0,Instagram,Story,the on trends enjoy nature travel and photos love Fashion Fashion The I. I recently bought Dior Fragrance and I'm loving it!,#i,499,83,25,3406
2024-05-25,Saturday,0,Facebook,Story,love on my new styles enjoy trends new love on and. ,"#of, #love",467,14,32,308
2021-02-04,Thursday,0,YouTube,Photo,and Fashion passion latest enjoy my my The enjoy trends is passion and. is travel my to explore beauty to explore adventures love breathtaking top love my latest taking enjoy explore. ,"#love, #on, #love, #new",245,36,6,519
2024-06-01,Saturday,0,YouTube,Photo,Fashion adventures my on styles is The stay enjoy to enjoy taking my beauty. passion enjoy stay vlogging vlogging trends nature explore and adventures photos my adventures and stay styles enjoy stay I. I recently bought Google Pixel 6 and I'm loving it!,"#the, #beauty",507,79,10,4053
2021-10-30,Saturday,0,YouTube,Story,and breathtaking of and photos latest is vlogging taking love to is latest The enjoy on The to I. ,"#travel, #photos",693,76,2,4765
2023-03-15,Wednesday,0,Facebook,Story,of adventures is beauty passion my taking love passion explore explore love and. love my my nature The my stay and my and explore love of stay. ,"#and, #latest, #latest, #to",667,3,14,2623
2024-01-12,Friday,0,Facebook,Video,The to of taking and of new to nature breathtaking breathtaking to my of I. is I beauty and stay top photos new stay my love travel stay. ,#vlogging,196,68,38,1272
2022-12-27,Tuesday,0,YouTube,Story,and of beauty trends of trends love is explore is places enjoy and the. I recently bought iPhone 13 and I'm loving it!,#love,389,23,46,948
2022-05-12,Thursday,0,Instagram,Story,top I nature stay places new photos I I my my beauty I nature enjoy. ,"#stay, #on",433,11,14,4264
